,Actual,Predicted,Gap(%),Signal
2023-12-13 05:00:00+00:00,33.45000076293945,32.04893393557904,-4.1885404944824565,SELL
2023-12-14 05:00:00+00:00,34.529998779296875,33.48022639820374,-3.0401749730803522,SELL
2023-12-15 05:00:00+00:00,34.29999923706055,34.56120030769671,0.7615191733122211,BUY
2023-12-18 05:00:00+00:00,34.02000045776367,34.330992936398616,0.9141460154330261,BUY
2023-12-19 05:00:00+00:00,34.68000030517578,34.05074114840863,-1.8144727544112356,SELL
2023-12-20 05:00:00+00:00,34.18000030517578,34.71133737591663,1.5545262317051174,BUY
2023-12-21 05:00:00+00:00,35.13999938964844,34.21088557270923,-2.6440348123993025,SELL
2023-12-22 05:00:00+00:00,35.20000076293945,35.17175211851281,-0.08025182901808747,HOLD
2023-12-26 05:00:00+00:00,35.380001068115234,35.23180770942963,-0.41886193954684803,HOLD
2023-12-27 05:00:00+00:00,35.810001373291016,35.411970664035834,-1.1115071041355875,SELL
2023-12-28 05:00:00+00:00,36.72999954223633,35.842359520245736,-2.4166622190394595,SELL
2023-12-29 05:00:00+00:00,36.5,36.76318900543811,0.721065768323582,BUY
2024-01-02 05:00:00+00:00,36.40999984741211,36.532981634140015,0.33776925911370576,HOLD
2024-01-03 05:00:00+00:00,35.86000061035156,36.44290015683691,1.6254867165760374,BUY
2024-01-04 05:00:00+00:00,36.3650016784668,35.892403936937626,-1.299594994406436,SELL
2024-01-05 05:00:00+00:00,36.68000030517578,36.39786132725749,-0.7691902278378173,SELL
2024-01-08 05:00:00+00:00,37.88999938964844,36.71314458874622,-3.1059773551322274,SELL
2024-01-09 05:00:00+00:00,39.040000915527344,37.9242370361535,-2.8580016731763767,SELL
2024-01-10 05:00:00+00:00,38.779998779296875,39.075277710788214,0.7614206827901623,BUY
2024-01-11 05:00:00+00:00,37.63999938964844,38.81504063495959,3.121788693849722,BUY
2024-01-12 05:00:00+00:00,36.880001068115234,37.6740111345498,2.1529556492367656,BUY
