,Actual,Predicted,Gap(%),Signal
2023-12-13 05:00:00+00:00,48.0880012512207,47.82553870753782,-0.5457963251825192,SELL
2023-12-14 05:00:00+00:00,48.349998474121094,48.25806267799362,-0.19014643025620886,HOLD
2023-12-15 05:00:00+00:00,48.88999938964844,48.52098644432226,-0.7547820616342815,SELL
2023-12-18 05:00:00+00:00,50.07699966430664,49.06289705299059,-2.025086602859854,SELL
2023-12-19 05:00:00+00:00,49.604000091552734,50.2540951099445,1.3105697467782924,BUY
2023-12-20 05:00:00+00:00,48.111000061035156,49.77942279180479,3.4678612555403547,BUY
2023-12-21 05:00:00+00:00,48.9900016784668,48.281142822243055,-1.4469459725193594,SELL
2023-12-22 05:00:00+00:00,48.83000183105469,49.163252996181654,0.6824721536566222,BUY
2023-12-26 05:00:00+00:00,49.27899932861328,49.002687315263756,-0.5607094647092145,SELL
2023-12-27 05:00:00+00:00,49.41699981689453,49.45327267576249,0.0734015804325687,HOLD
2023-12-28 05:00:00+00:00,49.52199935913086,49.591761197634696,0.1408703998356926,HOLD
2023-12-29 05:00:00+00:00,49.52199935913086,49.69713206684446,0.35364627838134766,HOLD
2024-01-02 05:00:00+00:00,48.167999267578125,49.69713206684446,3.17458234204798,BUY
2024-01-03 05:00:00+00:00,47.569000244140625,48.33834360435867,1.6173208523818192,BUY
2024-01-04 05:00:00+00:00,47.99800109863281,47.73722624316724,-0.5433035741002931,SELL
2024-01-05 05:00:00+00:00,49.09700012207031,48.167744243215566,-1.892693803173981,SELL
2024-01-08 05:00:00+00:00,52.25299835205078,49.2706298357989,-5.707554801273584,SELL
2024-01-09 05:00:00+00:00,53.13999938964844,52.437789136065476,-1.3214344404372553,SELL
2024-01-10 05:00:00+00:00,54.349998474121094,53.3279270198218,-1.8805363072566708,SELL
2024-01-11 05:00:00+00:00,54.821998596191406,54.54220522102514,-0.5103669737164632,SELL
2024-01-12 05:00:00+00:00,54.709999084472656,55.01587455396111,0.5590851299708149,BUY
2024-01-16 05:00:00+00:00,56.38199996948242,54.90347896013736,-2.6223280659524844,SELL
2024-01-17 05:00:00+00:00,56.053001403808594,56.58139281405147,0.9426639020385678,BUY
2024-01-18 05:00:00+00:00,57.106998443603516,56.25123075719421,-1.498533822005071,SELL
2024-01-19 05:00:00+00:00,59.49100112915039,57.308955218294614,-3.6678587844214,SELL
2024-01-22 05:00:00+00:00,59.65399932861328,59.70138884061544,0.07944062851696294,HOLD
2024-01-23 05:00:00+00:00,59.87300109863281,59.864963477144556,-0.01342445065517152,HOLD
2024-01-24 05:00:00+00:00,61.36199951171875,60.08473973877335,-2.0815158943793404,SELL
2024-01-25 05:00:00+00:00,61.617000579833984,61.579003939332324,-0.06166583920687602,HOLD
2024-01-26 05:00:00+00:00,61.03099822998047,61.83490680923478,1.3172135514234553,BUY
2024-01-29 05:00:00+00:00,62.46500015258789,61.24683208387978,-1.9501609953292247,SELL
2024-01-30 05:00:00+00:00,62.77399826049805,62.68590530091842,-0.14033351709422742,HOLD
2024-01-31 05:00:00+00:00,61.527000427246094,62.99599616913747,2.3875627475589707,BUY
2024-02-01 05:00:00+00:00,63.027000427246094,61.744588374456725,-2.0347026577437934,SELL
2024-02-02 05:00:00+00:00,66.16000366210938,63.249893068632446,-4.398594970368154,SELL
2024-02-05 05:00:00+00:00,69.33200073242188,66.39397605283739,-4.237617043424757,SELL
2024-02-06 05:00:00+00:00,68.2229995727539,69.57719077273941,1.984948197039299,BUY
2024-02-07 05:00:00+00:00,70.0989990234375,68.46426767174307,-2.332032374881497,SELL
2024-02-08 05:00:00+00:00,69.64099884033203,70.34690152466646,1.013630901464921,BUY
2024-02-09 05:00:00+00:00,72.13300323486328,69.88728164095846,-3.1133066601882695,SELL
2024-02-12 05:00:00+00:00,72.24800109863281,72.38809891628807,0.1939123789238108,HOLD
2024-02-13 05:00:00+00:00,72.12799835205078,72.50350346572304,0.5206093642574857,BUY
2024-02-14 05:00:00+00:00,73.9000015258789,72.38307633389377,-2.052672747853636,SELL
2024-02-15 05:00:00+00:00,72.65799713134766,74.16134613099894,2.0690757507856943,BUY
2024-02-16 05:00:00+00:00,72.61299896240234,72.9149494341491,0.4158352857772672,HOLD
2024-02-20 05:00:00+00:00,69.4520034790039,72.86979213085397,4.921079998625662,BUY
2024-02-21 05:00:00+00:00,67.47200012207031,69.69761790456869,3.2985798234405213,BUY
2024-02-22 05:00:00+00:00,78.53800201416016,67.71061233945147,-13.786179170634542,SELL
2024-02-23 05:00:00+00:00,78.81700134277344,78.8157487353983,-0.001589260380115747,HOLD
2024-02-26 05:00:00+00:00,79.09200286865234,79.09573473475393,0.004718386140487946,HOLD
2024-02-27 05:00:00+00:00,78.70099639892578,79.3717087932946,0.8522285931032698,BUY
2024-02-28 05:00:00+00:00,77.66300201416016,78.97931954373962,1.694909410454495,BUY
2024-02-29 05:00:00+00:00,79.11199951171875,77.93765433046246,-1.48440841908228,SELL
2024-03-01 05:00:00+00:00,82.27899932861328,79.39177615374501,-3.5090645224512467,SELL
2024-03-04 05:00:00+00:00,85.23699951171875,82.56997594762834,-3.12895054890305,SELL
2024-03-05 05:00:00+00:00,85.96399688720703,85.53843698829587,-0.49504433753765037,HOLD
2024-03-06 05:00:00+00:00,88.69999694824219,86.2680053629465,-2.7418169886914376,SELL
2024-03-07 05:00:00+00:00,92.66899871826172,89.01368118637401,-3.944487997545799,SELL
2024-03-08 05:00:00+00:00,87.52799987792969,92.99671918344211,6.247965580316395,BUY
