,Actual,Predicted,Gap(%),Signal
2023-12-13 05:00:00+00:00,382.3900146484375,377.9981471875508,-1.1485308958510643,SELL
2023-12-14 05:00:00+00:00,374.79998779296875,381.90317280811723,1.8951935022666344,BUY
2023-12-15 05:00:00+00:00,362.9800109863281,374.3228092349018,3.1249098862914813,BUY
2023-12-18 05:00:00+00:00,366.239990234375,362.517881093343,-1.0163033093819214,SELL
2023-12-19 05:00:00+00:00,359.25,365.7737098818179,1.8159248105269095,BUY
2023-12-20 05:00:00+00:00,351.6099853515625,358.79261898994446,2.042784317174694,BUY
2023-12-21 05:00:00+00:00,358.2300109863281,351.16233126597945,-1.972944617590517,SELL
2023-12-22 05:00:00+00:00,358.3800048828125,357.77392858060193,-0.16911554605529674,HOLD
2023-12-26 05:00:00+00:00,357.75,357.92373151157517,0.048562267386490526,HOLD
2023-12-27 05:00:00+00:00,356.8299865722656,357.29452872276306,0.13018584983842352,HOLD
2023-12-28 05:00:00+00:00,356.4200134277344,356.3756866149197,-0.012436678958735226,HOLD
2023-12-29 05:00:00+00:00,361.30999755859375,355.96623542983434,-1.4789964752892863,SELL
2024-01-02 05:00:00+00:00,371.5299987792969,360.84999385190895,-2.874600964250066,SELL
2024-01-03 05:00:00+00:00,376.6700134277344,371.0569834247872,-1.4901717160514238,SELL
2024-01-04 05:00:00+00:00,378.739990234375,376.1904540367832,-0.6731626612795973,SELL
2024-01-05 05:00:00+00:00,378.5899963378906,378.2577954416629,-0.08774687642069755,HOLD
2024-01-08 05:00:00+00:00,377.7699890136719,378.10799251068966,0.08947335861704664,HOLD
2024-01-09 05:00:00+00:00,380.4599914550781,377.28902918306994,-0.833454855497621,SELL
2024-01-10 05:00:00+00:00,379.6600036621094,379.97560683384654,0.08312784298923605,HOLD
2024-01-11 05:00:00+00:00,383.5299987792969,379.17663754950627,-1.1350771109552131,SELL
2024-01-12 05:00:00+00:00,380.4800109863281,383.04170556223835,0.6732796735548542,BUY
2024-01-16 05:00:00+00:00,385.0400085449219,379.995600877126,-1.3100996145462567,SELL
2024-01-17 05:00:00+00:00,386.4800109863281,384.54979285105946,-0.4994354379008084,HOLD
2024-01-18 05:00:00+00:00,381.05999755859375,385.98796194585157,1.2932253237890883,BUY
2024-01-19 05:00:00+00:00,365.510009765625,380.574849036464,4.121594174807686,BUY
2024-01-22 05:00:00+00:00,368.20001220703125,365.04465879150666,-0.85696722186701,SELL
2024-01-23 05:00:00+00:00,367.9599914550781,367.73123644228326,-0.06216844714292549,HOLD
2024-01-24 05:00:00+00:00,366.3500061035156,367.49152127400157,0.31159141571391147,HOLD
2024-01-25 05:00:00+00:00,350.07000732421875,365.8835856836813,4.51726169869124,BUY
2024-01-26 05:00:00+00:00,353.6099853515625,349.6243138696882,-1.127137707356231,SELL
2024-01-29 05:00:00+00:00,354.67999267578125,353.15978495555464,-0.4286138918515922,HOLD
2024-01-30 05:00:00+00:00,355.20001220703125,354.22842999437125,-0.27353101893862025,HOLD
2024-01-31 05:00:00+00:00,356.44000244140625,354.7477874600445,-0.47475450840844785,HOLD
2024-02-01 05:00:00+00:00,355.2099914550781,355.98619899438927,0.21852075053730804,HOLD
2024-02-02 05:00:00+00:00,354.8800048828125,354.7577540029597,-0.034448511657671176,HOLD
2024-02-05 05:00:00+00:00,351.1000061035156,354.4281875548186,0.9479297617333842,BUY
2024-02-06 05:00:00+00:00,357.1199951171875,350.65300130067044,-1.8108741893309397,SELL
2024-02-07 05:00:00+00:00,362.1000061035156,356.66532593395095,-1.5008782319686094,SELL
2024-02-08 05:00:00+00:00,381.489990234375,361.638996593334,-5.203542464861314,SELL
2024-02-09 05:00:00+00:00,388.6700134277344,381.0042942648288,-1.9722949798212,SELL
2024-02-12 05:00:00+00:00,392.6300048828125,388.17517617423437,-1.1346123967035473,SELL
2024-02-13 05:00:00+00:00,394.3299865722656,392.1301259455504,-0.5578730255433123,SELL
2024-02-14 05:00:00+00:00,399.9599914550781,393.8279432944546,-1.5331653894467725,SELL
2024-02-15 05:00:00+00:00,398.1400146484375,399.4507803072047,0.32922228626645766,HOLD
2024-02-16 05:00:00+00:00,401.7200012207031,397.6331206135219,-1.0173455627707009,SELL
2024-02-20 05:00:00+00:00,401.489990234375,401.2085493072227,-0.07009911429871372,HOLD
2024-02-21 05:00:00+00:00,399.0299987792969,400.97883116058074,0.48839244849903174,HOLD
2024-02-22 05:00:00+00:00,404.2799987792969,398.5219716564461,-1.4242671268024232,SELL
2024-02-23 05:00:00+00:00,406.7699890136719,403.765287591581,-0.7386733297057184,SELL
2024-02-26 05:00:00+00:00,401.70001220703125,406.2521076819103,1.133207701406026,BUY
2024-02-27 05:00:00+00:00,400.1199951171875,401.1885857426678,0.26706753936836203,HOLD
2024-02-28 05:00:00+00:00,401.7799987792969,399.61058025981765,-0.5399518458037811,SELL
2024-02-29 05:00:00+00:00,393.9100036621094,401.268470479612,1.8680578683182223,BUY
2024-03-01 05:00:00+00:00,387.2099914550781,393.40849508772953,1.6008119029569317,BUY
2024-03-04 05:00:00+00:00,386.54998779296875,386.7170130361628,0.04320922221410906,HOLD
2024-03-05 05:00:00+00:00,385.5799865722656,386.05784966115607,0.1239335820146057,HOLD
2024-03-06 05:00:00+00:00,388.69000244140625,385.0890834025631,-0.9264244040817483,SELL
2024-03-07 05:00:00+00:00,391.8500061035156,388.1951397387893,-0.9327207624850259,SELL
2024-03-08 05:00:00+00:00,392.6300048828125,391.35112022576504,-0.3257225991755679,HOLD
